food_name,data_type
Shellfish and noodles with tomato-based sauce,Survey (FNDDS)
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Survey (FNDDS)
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Survey (FNDDS)
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
"Shellfish, NFS",Survey (FNDDS)
Shepherd's pie,Survey (FNDDS)
"Sherbet, all flavors",Survey (FNDDS)
"Sherbet, orange",SR Legacy
Shirley Temple,Survey (FNDDS)
"Shortening bread, soybean (hydrogenated) and cottonseed",SR Legacy
"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",SR Legacy
"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)",SR Legacy
"Shortening frying (heavy duty), beef tallow and cottonseed",SR Legacy
"Shortening frying (heavy duty), palm (hydrogenated)",SR Legacy
"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",SR Legacy
Shortening household soybean (hydrogenated) and palm,SR Legacy
"Shortening industrial, lard and vegetable oil",SR Legacy
"Shortening industrial, soybean (hydrogenated) and cottonseed",SR Legacy
"Shortening, confectionery, fractionated palm",SR Legacy
"Shortening, household, lard and vegetable oil",SR Legacy
"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",SR Legacy
"Shortening, industrial, soy (partially hydrogenated ) and corn for frying",SR Legacy
"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",SR Legacy
"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",SR Legacy
"Shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)",SR Legacy
"Shortening, NS as to vegetable or animal",Survey (FNDDS)
"Shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed",SR Legacy
"Shortening, special purpose for cakes and frostings, soybean (hydrogenated)",SR Legacy
"Shortening, vegetable, household, composite",SR Legacy
Shrimp and noodles with cheese sauce,Survey (FNDDS)
Shrimp and noodles with cream or white sauce,Survey (FNDDS)
Shrimp and noodles with gravy,Survey (FNDDS)
Shrimp and noodles with mushroom sauce,Survey (FNDDS)
Shrimp and noodles with soy-based sauce,Survey (FNDDS)
Shrimp and noodles with tomato sauce,Survey (FNDDS)
"Shrimp and noodles, no sauce",Survey (FNDDS)
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
"Shrimp and vegetables in sauce with noodles, diet frozen meal",Survey (FNDDS)
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Survey (FNDDS)
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
Shrimp chips,Survey (FNDDS)
Shrimp chow mein or chop suey with noodles,Survey (FNDDS)
"Shrimp chow mein or chop suey, no noodles",Survey (FNDDS)
Shrimp cocktail,Survey (FNDDS)
"Shrimp creole, no rice",Survey (FNDDS)
"Shrimp creole, with rice",Survey (FNDDS)
Shrimp egg foo yung,Survey (FNDDS)
"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Survey (FNDDS)
Shrimp gumbo,Survey (FNDDS)
"Shrimp in garlic sauce, Puerto Rican style",Survey (FNDDS)
Shrimp salad,Survey (FNDDS)
Shrimp scampi,Survey (FNDDS)
"Shrimp shish kabob with vegetables, excluding potatoes",Survey (FNDDS)
Shrimp teriyaki,Survey (FNDDS)
Shrimp toast,Survey (FNDDS)
Shrimp with crab stuffing,Survey (FNDDS)
Shrimp with lobster sauce,Survey (FNDDS)
"Shrimp, baked or broiled",Survey (FNDDS)
"Shrimp, baked or broiled, coated",Survey (FNDDS)
"Shrimp, cake or patty",Survey (FNDDS)
"Shrimp, canned",Survey (FNDDS)
"Shrimp, dried",Survey (FNDDS)
"Shrimp, fried",Survey (FNDDS)
"Shrimp, grilled",Survey (FNDDS)
"Shrimp, NFS",Survey (FNDDS)
"Shrimp, steamed or boiled",Survey (FNDDS)
SILK Banana-Strawberry soy yogurt,SR Legacy
SILK Black Cherry soy yogurt,SR Legacy
SILK Blueberry soy yogurt,SR Legacy
"SILK Chai, soymilk",SR Legacy
"SILK Chocolate, soymilk",SR Legacy
"SILK Coffee, soymilk",SR Legacy
SILK French Vanilla Creamer,SR Legacy
SILK Hazelnut Creamer,SR Legacy
SILK Key Lime soy yogurt,SR Legacy
"SILK Light Chocolate, soymilk",SR Legacy
"SILK Light Plain, soymilk",SR Legacy
"SILK Light Vanilla, soymilk",SR Legacy
"SILK Mocha, soymilk",SR Legacy
"SILK Nog, soymilk",SR Legacy
SILK Original Creamer,SR Legacy
SILK Peach soy yogurt,SR Legacy
SILK Plain soy yogurt,SR Legacy
"SILK Plain, soymilk",SR Legacy
"SILK Plus Fiber, soymilk",SR Legacy
"SILK Plus for Bone Health, soymilk",SR Legacy
"SILK Plus Omega-3 DHA, soymilk",SR Legacy
SILK Raspberry soy yogurt,SR Legacy
SILK Strawberry soy yogurt,SR Legacy
"SILK Unsweetened, soymilk",SR Legacy
SILK Vanilla soy yogurt (family size),SR Legacy
SILK Vanilla soy yogurt (single serving size),SR Legacy
"SILK Vanilla, soymilk",SR Legacy
"SILK Very Vanilla, soymilk",SR Legacy
Simple syrup,Survey (FNDDS)
Singapore Sling,Survey (FNDDS)
Sloe gin fizz,Survey (FNDDS)
"Sloppy joe sandwich, on wheat bun",Survey (FNDDS)
"Sloppy joe sandwich, on white bun",Survey (FNDDS)
"Sloppy joe, no bun",Survey (FNDDS)
Slush frozen drink,Survey (FNDDS)
"Slush frozen drink, no sugar added",Survey (FNDDS)
"SMART SOUP, French Lentil",SR Legacy
"SMART SOUP, Greek Minestrone",SR Legacy
"SMART SOUP, Indian Bean Masala",SR Legacy
"SMART SOUP, Moroccan Chick Pea",SR Legacy
"SMART SOUP, Santa Fe Corn Chowder",SR Legacy
"SMART SOUP, Thai Coconut Curry",SR Legacy
"SMART SOUP, Vietnamese Carrot Lemongrass",SR Legacy
"Smelt, dried (Alaska Native)",SR Legacy
"Snack bar, oatmeal",Survey (FNDDS)
"Snack cake, chocolate",Survey (FNDDS)
"Snack cake, white",Survey (FNDDS)
Snack mix,Survey (FNDDS)
"Snack mix, plain (Chex Mix)",Survey (FNDDS)
"Snack, BALANCE, original bar",SR Legacy
"Snack, Mixed Berry Bar",SR Legacy
"Snack, potato chips, made from dried potatoes, plain",SR Legacy
"Snack, Pretzel, hard chocolate coated",SR Legacy
"Snacks, bagel chips, plain",SR Legacy
"Snacks, banana chips",SR Legacy
"Snacks, beef jerky, chopped and formed",SR Legacy
"Snacks, beef sticks, smoked",SR Legacy
"Snacks, brown rice chips",SR Legacy
"Snacks, candy bits, yogurt covered with vitamin C",SR Legacy
"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",SR Legacy
"Snacks, CLIF BAR, mixed flavors",SR Legacy
"Snacks, corn cakes",SR Legacy
"Snacks, corn cakes, very low sodium",SR Legacy
"Snacks, corn-based, extruded, chips, barbecue-flavor",SR Legacy
"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",SR Legacy
"Snacks, corn-based, extruded, chips, plain",SR Legacy
"Snacks, corn-based, extruded, chips, unsalted",SR Legacy
"Snacks, corn-based, extruded, cones, plain",SR Legacy
"Snacks, corn-based, extruded, onion-flavor",SR Legacy
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",SR Legacy
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",SR Legacy
"Snacks, cornnuts, barbecue-flavor",SR Legacy
"Snacks, crisped rice bar, almond",SR Legacy
"Snacks, crisped rice bar, chocolate chip",SR Legacy
"Snacks, FARLEY CANDY, FARLEY Fruit Snacks, with vitamins A, C, and E",SR Legacy
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor",SR Legacy
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",SR Legacy
"Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor",SR Legacy
"Snacks, fruit leather, pieces",SR Legacy
"Snacks, fruit leather, pieces, with vitamin C",SR Legacy
"Snacks, fruit leather, rolls",SR Legacy
"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",SR Legacy
"Snacks, granola bar, chewy, reduced sugar, all flavors",SR Legacy
"Snacks, granola bar, fruit-filled, nonfat",SR Legacy
"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",SR Legacy
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",SR Legacy
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",SR Legacy
"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",SR Legacy
"Snacks, granola bar, KASHI GOLEAN, crunchy, mixed flavors",SR Legacy
"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",SR Legacy
"Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors",SR Legacy
"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",SR Legacy
"Snacks, granola bar, QUAKER, DIPPS, all flavors",SR Legacy
"Snacks, granola bar, with coconut, chocolate coated",SR Legacy
"Snacks, granola bars, hard, almond",SR Legacy
"Snacks, granola bars, hard, chocolate chip",SR Legacy
"Snacks, granola bars, hard, peanut butter",SR Legacy
"Snacks, granola bars, hard, plain",SR Legacy
"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",SR Legacy
"Snacks, granola bars, soft, almond, confectioners coating",SR Legacy
"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",SR Legacy
"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",SR Legacy
"Snacks, granola bars, soft, uncoated, chocolate chip",SR Legacy
"Snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow",SR Legacy
"Snacks, granola bars, soft, uncoated, nut and raisin",SR Legacy
"Snacks, granola bars, soft, uncoated, peanut butter",SR Legacy
"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",SR Legacy
"Snacks, granola bars, soft, uncoated, plain",SR Legacy
"Snacks, granola bars, soft, uncoated, raisin",SR Legacy
"Snacks, granola bites, mixed flavors",SR Legacy
"Snacks, KELLOGG, KELLOGG'S Low Fat Granola Bar, Crunchy Almond/Brown Sugar",SR Legacy
"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",SR Legacy
"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",SR Legacy
"Snacks, KRAFT, CORNNUTS, plain",SR Legacy
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",SR Legacy
"Snacks, M&M MARS, KUDOS Whole Grain Bar, chocolate chip",SR Legacy
"Snacks, M&M MARS, KUDOS Whole Grain Bar, M&M's milk chocolate",SR Legacy
"Snacks, M&M MARS, KUDOS Whole Grain Bars, peanut butter",SR Legacy
"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",SR Legacy
"Snacks, oriental mix, rice-based",SR Legacy
"Snacks, peas, roasted, wasabi-flavored",SR Legacy
"Snacks, pita chips, salted",SR Legacy
"Snacks, plantain chips, salted",SR Legacy
"Snacks, popcorn, air-popped",SR Legacy
"Snacks, popcorn, air-popped (Unsalted)",SR Legacy
"Snacks, popcorn, cakes",SR Legacy
"Snacks, popcorn, caramel-coated, with peanuts",SR Legacy
"Snacks, popcorn, caramel-coated, without peanuts",SR Legacy
"Snacks, popcorn, cheese-flavor",SR Legacy
"Snacks, popcorn, home-prepared, oil-popped, unsalted",SR Legacy
"Snacks, popcorn, microwave, 94% fat free",SR Legacy
"Snacks, popcorn, microwave, low fat",SR Legacy
"Snacks, popcorn, microwave, regular (butter) flavor, made with partially hydrogenated oil",SR Legacy
"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",SR Legacy
"Snacks, popcorn, oil-popped, white popcorn, salt added",SR Legacy
"Snacks, pork skins, barbecue-flavor",SR Legacy
"Snacks, pork skins, plain",SR Legacy
"Snacks, potato chips, barbecue-flavor",SR Legacy
"Snacks, potato chips, cheese-flavor",SR Legacy
"Snacks, potato chips, fat free, salted",SR Legacy
"Snacks, potato chips, fat-free, made with olestra",SR Legacy
"Snacks, potato chips, lightly salted",SR Legacy
"Snacks, potato chips, made from dried potatoes (preformed), multigrain",SR Legacy
"Snacks, potato chips, made from dried potatoes, cheese-flavor",SR Legacy
"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",SR Legacy
"Snacks, potato chips, made from dried potatoes, reduced fat",SR Legacy
"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",SR Legacy
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted",SR Legacy
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, unsalted",SR Legacy
"Snacks, potato chips, plain, salted",SR Legacy
"Snacks, potato chips, plain, unsalted",SR Legacy
"Snacks, potato chips, reduced fat",SR Legacy
"Snacks, potato chips, sour-cream-and-onion-flavor",SR Legacy
"Snacks, potato chips, white, restructured, baked",SR Legacy
"Snacks, potato sticks",SR Legacy
"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",SR Legacy
"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",SR Legacy
"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",SR Legacy
"Snacks, pretzels, hard, plain, made with unenriched flour, salted",SR Legacy
"Snacks, pretzels, hard, plain, made with unenriched flour, unsalted",SR Legacy
"Snacks, pretzels, hard, plain, salted",SR Legacy
"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",SR Legacy
"Snacks, rice cakes, brown rice, buckwheat",SR Legacy
"Snacks, rice cakes, brown rice, buckwheat, unsalted",SR Legacy
"Snacks, rice cakes, brown rice, corn",SR Legacy
"Snacks, rice cakes, brown rice, multigrain",SR Legacy
"Snacks, rice cakes, brown rice, multigrain, unsalted",SR Legacy
"Snacks, rice cakes, brown rice, plain, unsalted",SR Legacy
"Snacks, rice cakes, brown rice, rye",SR Legacy
"Snacks, rice cakes, brown rice, sesame seed",SR Legacy
"Snacks, rice cakes, brown rice, sesame seed, unsalted",SR Legacy
"Snacks, rice cracker brown rice, plain",SR Legacy
"Snacks, sesame sticks, wheat-based, salted",SR Legacy
"Snacks, sesame sticks, wheat-based, unsalted",SR Legacy
"Snacks, shrimp cracker",SR Legacy
"Snacks, soy chips or crisps, salted",SR Legacy
"Snacks, SUNKIST, SUNKIST Fruit Roll, strawberry, with vitamins A, C, and E",SR Legacy
"Snacks, sweet potato chips, unsalted",SR Legacy
"Snacks, taro chips",SR Legacy
"Snacks, tortilla chips, light (baked with less oil)",SR Legacy
"Snacks, tortilla chips, low fat, made with olestra, nacho cheese",SR Legacy
"Snacks, tortilla chips, low fat, unsalted",SR Legacy
"Snacks, tortilla chips, nacho cheese",SR Legacy
"Snacks, tortilla chips, nacho-flavor, made with enriched masa flour",SR Legacy
"Snacks, tortilla chips, nacho-flavor, reduced fat",SR Legacy
"Snacks, tortilla chips, plain, white corn, salted",SR Legacy
"Snacks, tortilla chips, ranch-flavor",SR Legacy
"Snacks, tortilla chips, taco-flavor",SR Legacy
"Snacks, tortilla chips, unsalted, white corn",SR Legacy
"Snacks, trail mix, regular",SR Legacy
"Snacks, trail mix, regular, unsalted",SR Legacy
"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",SR Legacy
"Snacks, trail mix, regular, with chocolate chips, unsalted nuts and seeds",SR Legacy
"Snacks, trail mix, tropical",SR Legacy
"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS",SR Legacy
"Snacks, vegetable chips, made from garden vegetables",SR Legacy
"Snacks, yucca (cassava) chips, salted",SR Legacy
Snow cone,Survey (FNDDS)
"Snow cone, no sugar added",Survey (FNDDS)
"Snowpeas, fresh, cooked, fat added",Survey (FNDDS)
"Snowpeas, fresh, cooked, no added fat",Survey (FNDDS)
"Snowpeas, frozen, cooked, fat added",Survey (FNDDS)
"Snowpeas, frozen, cooked, no added fat",Survey (FNDDS)
"Snowpeas, NS as to form, cooked",Survey (FNDDS)
"Snowpeas, raw",Survey (FNDDS)
"Soft drink, chocolate flavored",Survey (FNDDS)
"Soft drink, chocolate flavored, diet",Survey (FNDDS)
"Soft drink, cola",Survey (FNDDS)
"Soft drink, cola, chocolate flavored",Survey (FNDDS)
"Soft drink, cola, chocolate flavored, diet",Survey (FNDDS)
"Soft drink, cola, decaffeinated",Survey (FNDDS)
"Soft drink, cola, decaffeinated, diet",Survey (FNDDS)
"Soft drink, cola, diet",Survey (FNDDS)
"Soft drink, cola, fruit or vanilla flavored",Survey (FNDDS)
"Soft drink, cola, fruit or vanilla flavored, diet",Survey (FNDDS)
"Soft drink, cream soda",Survey (FNDDS)
"Soft drink, cream soda, diet",Survey (FNDDS)
"Soft drink, fruit flavored, caffeine containing",Survey (FNDDS)
"Soft drink, fruit flavored, caffeine containing, diet",Survey (FNDDS)
"Soft drink, fruit flavored, caffeine free",Survey (FNDDS)
"Soft drink, fruit flavored, diet, caffeine free",Survey (FNDDS)
"Soft drink, ginger ale",Survey (FNDDS)
"Soft drink, ginger ale, diet",Survey (FNDDS)
"Soft drink, NFS",Survey (FNDDS)
"Soft drink, NFS, diet",Survey (FNDDS)
"Soft drink, pepper type",Survey (FNDDS)
"Soft drink, pepper type, decaffeinated",Survey (FNDDS)
"Soft drink, pepper type, decaffeinated, diet",Survey (FNDDS)
"Soft drink, pepper type, diet",Survey (FNDDS)
"Soft drink, root beer",Survey (FNDDS)
"Soft drink, root beer, diet",Survey (FNDDS)
"Soft serve, blended with candy or cookies, from fast food",Survey (FNDDS)
Sopaipilla with syrup or honey,Survey (FNDDS)
"Sopaipilla, without syrup or honey",Survey (FNDDS)
Sorbet,Survey (FNDDS)
"Sorghum bran, white, unenriched, dry, raw",Foundation
"Sorghum flour, refined, unenriched",SR Legacy
"Sorghum flour, white, pearled, unenriched, dry, raw",Foundation
"Sorghum flour, whole-grain",SR Legacy
Sorghum grain,SR Legacy
"Sorghum grain, white, pearled, unenriched, dry, raw",Foundation
"Sorghum, whole grain, white, dry, raw",Foundation
"Soup, barley",Survey (FNDDS)
"Soup, bean",Survey (FNDDS)
"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",SR Legacy
"Soup, bean with bacon, condensed, single brand",SR Legacy
"Soup, bean with frankfurters, canned, condensed",SR Legacy
